HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Gender,Answer.age,Answer.reasons,Answer.timesSeenDr,Answer.yourGender,Approve,Reject
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3E1QT0TDFQVG1X3SJ3R2TZY38C3I8B,AD88B3HEDVS19,Submitted,Fri Aug 03 16:05:02 PDT 2018,Fri Aug 03 16:07:03 PDT 2018,Mon Aug 06 16:07:03 PDT 2018,,,,121,0% (0/0),0% (0/0),0% (0/0),Female,52,females are more understanding and they listen better!!! They are also more caring then man. I also feel more comfortable talking to female doctors about female related problems.,11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3V26SBZTBE0HGJTPSXF16EYX3YCZZU,A5HLHA3EEQPVV,Submitted,Fri Aug 03 16:05:43 PDT 2018,Fri Aug 03 16:07:07 PDT 2018,Mon Aug 06 16:07:07 PDT 2018,,,,84,0% (0/0),0% (0/0),0% (0/0),Female,21,"In my personal opinion, I feel that women are more likely to want to help because women are much more gentle than men. Not to say that male physicians are bad; just saying I would prefer a woman.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3IXQG4FA2UK6SU8WIL5Z78P1XS19BI,A1VLRMNX5OSDNJ,Submitted,Fri Aug 03 16:06:10 PDT 2018,Fri Aug 03 16:07:08 PDT 2018,Mon Aug 06 16:07:08 PDT 2018,,,,58,0% (0/0),0% (0/0),0% (0/0),Female,30,I just feel more at ease with another woman examining me.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3WI0P0II62E5BR22QYWRTJDV6ZKDRH,A20JYCPPHBT6S1,Submitted,Fri Aug 03 16:06:00 PDT 2018,Fri Aug 03 16:07:08 PDT 2018,Mon Aug 06 16:07:08 PDT 2018,,,,68,0% (0/0),0% (0/0),0% (0/0),Female,35,She would not mansplain and will less likely touch me inappropriately or make comments about me sexually,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3NL0RFNU0G96OR6E73M1P3XBYUW4K1,AOK9ZTWFLPLMH,Submitted,Fri Aug 03 16:04:40 PDT 2018,Fri Aug 03 16:07:09 PDT 2018,Mon Aug 06 16:07:09 PDT 2018,,,,149,0% (0/0),0% (0/0),0% (0/0),Either,29,it doesn't matter because am looking for the best in my location and if I stick to one gender I may not get that,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3HHRAGRYX9RQBOX5MQALDSP04RK9OM,A3QDBNW2H8EMFW,Submitted,Fri Aug 03 16:05:07 PDT 2018,Fri Aug 03 16:07:12 PDT 2018,Mon Aug 06 16:07:12 PDT 2018,,,,125,0% (0/0),0% (0/0),0% (0/0),Either,31,I don?t care the gender of my doctor. I just want to make sure that whoever it is is qualified to do the job well and that they actually care about my problems,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3SLE99ER0OZLYLQ9MJZYKWRUCVQBZ0,A1ATL3G98SFW4V,Submitted,Fri Aug 03 16:05:13 PDT 2018,Fri Aug 03 16:07:14 PDT 2018,Mon Aug 06 16:07:14 PDT 2018,,,,121,0% (0/0),0% (0/0),0% (0/0),Female,27,I feel creeped out when old men touch me. I do not know what their intentions are and sometimes I always think they might be pedophiles or have some kind of weird fetish. I have heard too many stories of male doctors doing crazy stuff,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZGVPD4G6U3LU7KQM5QJKQXGI2PTZ7,A1DABMXVWWL0TR,Submitted,Fri Aug 03 16:04:30 PDT 2018,Fri Aug 03 16:07:17 PDT 2018,Mon Aug 06 16:07:17 PDT 2018,,,,167,0% (0/0),0% (0/0),0% (0/0),Either,42,"I think it's just a personal preference. If the doctor, no matter the gender, takes their time and listens to me, I can be comfortable with either. I really care the most about whether or not they listen.",1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,369J354OFEWF1SE900U1O9PWN4M6GM,A19LVWX8ZLO6CS,Submitted,Fri Aug 03 16:05:59 PDT 2018,Fri Aug 03 16:07:22 PDT 2018,Mon Aug 06 16:07:22 PDT 2018,,,,83,100% (1/1),0% (0/0),0% (0/0),Male,36,I'm a male myself so I feel a male doctor would have a better understanding of a male body (internal and external) and I also feel that I could discuss more privately and not be ashamed of any medical/health conditions.,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZR9AIQJUCV4B1ZA3ACJ6JI2KWR40W,A1BBUKIM2P2C3D,Submitted,Fri Aug 03 16:06:13 PDT 2018,Fri Aug 03 16:07:35 PDT 2018,Mon Aug 06 16:07:35 PDT 2018,,,,82,0% (0/0),0% (0/0),0% (0/0),Male,25,"I?m afraid I won?t feel comfortable disclosing intimate details regarding sexual issues I may be having or other related issues to a female physician because even if I know we have a professional relationship, I may feel awkward discussing these things with a female physician.",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3DEL4X4EL77S6YJ5VTPXVM9KP4AYX5,A2ZPSPA0R8KSL8,Submitted,Fri Aug 03 16:05:23 PDT 2018,Fri Aug 03 16:07:46 PDT 2018,Mon Aug 06 16:07:46 PDT 2018,,,,143,0% (0/0),0% (0/0),0% (0/0),Female,40,"I have always preferred working with female physicians, so I suppose most of my comfort stems from simple familiarity. As a result, I continue looking for female doctors.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3TUI152ZZC9B7V7QXQNWNR2HLGDQ11,A3I9743KVD971V,Submitted,Fri Aug 03 16:04:35 PDT 2018,Fri Aug 03 16:07:50 PDT 2018,Mon Aug 06 16:07:50 PDT 2018,,,,195,0% (0/0),0% (0/0),0% (0/0),Female,23,"Simply, I feel that majority of female physicians are much better at understanding and being empathetic. I feel like there is an unspoken connection of being  cared for, both ways. Usually with males they seem to only be doing it because it's their job. It's strictly off of past experiences.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3HHRAGRYX9RQBOX5MQALDSP04RL9ON,AQN3RS63MEPQA,Submitted,Fri Aug 03 16:06:23 PDT 2018,Fri Aug 03 16:07:53 PDT 2018,Mon Aug 06 16:07:53 PDT 2018,,,,90,0% (0/0),0% (0/0),0% (0/0),Female,61,"i am a woman,a woman knows how the female body feels and works.",6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3OUYGIZWR8KQ0ULT1U479HTXBSMP07,A21XFDXM5VHDZM,Submitted,Fri Aug 03 16:05:30 PDT 2018,Fri Aug 03 16:08:12 PDT 2018,Mon Aug 06 16:08:12 PDT 2018,,,,162,0% (0/0),0% (0/0),0% (0/0),Female,28,The female sex generates much more confidence due to its delicacy at the time of treating people and much more in nursing and doctors,11 or more,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3HL8HNGX46NW5BKCNNRVQYGMCQTF96,A18SXC3JEN1O0U,Submitted,Fri Aug 03 16:04:41 PDT 2018,Fri Aug 03 16:08:12 PDT 2018,Mon Aug 06 16:08:12 PDT 2018,,,,211,100% (1/1),100% (1/1),0% (0/0),Either,59,The gender of a physician has no bearing on my level of comfort. I'm just there to seek medical attention.,0,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,39GAF6DQWSM3C337JPH6TE1P28SV10,A31898LQJO7I3,Submitted,Fri Aug 03 16:04:50 PDT 2018,Fri Aug 03 16:08:21 PDT 2018,Mon Aug 06 16:08:21 PDT 2018,,,,211,100% (1/1),0% (0/0),0% (0/0),Either,25,"As long as their professional and respectable to me, I don't care if it's a man or woman. I'm comfortable with my body when it comes to talking about it and having it checked up or taken care of by a doctor, of either gender.",6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3VAR3R6G1QNQXJEVHY47DWUPKL3O8D,AEOLQOH7KKSSB,Submitted,Fri Aug 03 16:06:15 PDT 2018,Fri Aug 03 16:08:22 PDT 2018,Mon Aug 06 16:08:22 PDT 2018,,,,127,0% (0/0),0% (0/0),0% (0/0),Female,45,I can talk about private personal girl things easier with another woman. I think a woman would understand female problems better and sympathize with me better than a man.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3VHP9MDGRO6Y39RFZ71MSOHUIBWFCN,A22KRF782ELLB0,Submitted,Fri Aug 03 16:04:46 PDT 2018,Fri Aug 03 16:08:23 PDT 2018,Mon Aug 06 16:08:23 PDT 2018,,,,217,100% (1/1),0% (0/0),0% (0/0),Either,36,"I think male and female doctors are both just as capable of handling the things I'd go to a doctor for. I've never had any problems with male or female doctors, really. As far as discomfort goes, I'd probably feel just as uncomfortable about certain things speaking with a male and female doctor, such as about mental health issues or maybe constipation. I've always felt men and women were on the same level when it comes to medicine.",11 or more,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3VW04L3ZLUS36TTVQX3VC82BNYGXXY,AASWAMYQ9PXMQ,Submitted,Fri Aug 03 16:05:46 PDT 2018,Fri Aug 03 16:08:34 PDT 2018,Mon Aug 06 16:08:34 PDT 2018,,,,168,0% (0/0),0% (0/0),0% (0/0),Female,45,"I am comfortable with a female because I feel like they understand my life situation better, and they can relate to my health issues better.",1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3YJ6NA41JC2X20MFN2EDRM8TA1SJP8,A1XXSBOGKKW5QX,Submitted,Fri Aug 03 16:05:25 PDT 2018,Fri Aug 03 16:09:04 PDT 2018,Mon Aug 06 16:09:04 PDT 2018,,,,219,0% (0/0),0% (0/0),0% (0/0),Male,31,with a man I can talk with more confidence since we are of the same sex,1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3ZAZR5XV02448QIF0JVTVGXCUGQZCV,ALOITKAESMD4,Submitted,Fri Aug 03 16:05:34 PDT 2018,Fri Aug 03 16:09:12 PDT 2018,Mon Aug 06 16:09:12 PDT 2018,,,,218,0% (0/0),0% (0/0),0% (0/0),Male,30,I feel more comfortable than a nurse,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3Z7EFSHGNA0F3VI0Z178YVH1MGRXCV,A1G69P73SBVUR4,Submitted,Fri Aug 03 16:04:36 PDT 2018,Fri Aug 03 16:09:16 PDT 2018,Mon Aug 06 16:09:16 PDT 2018,,,,280,0% (0/0),0% (0/0),0% (0/0),Female,35,"There is a perception that women are better listeners than men. Most patients want their doctors to listen to them, me included - so this is why I choose a female doctor as my primary care physician.",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3OLF68YTNANAAUUHFT5VMTR6I8BAFG,A35NEL9WYU3VG8,Submitted,Fri Aug 03 16:04:49 PDT 2018,Fri Aug 03 16:09:19 PDT 2018,Mon Aug 06 16:09:19 PDT 2018,,,,270,0% (0/0),0% (0/0),0% (0/0),Either,34,"As long as I receive the appropriate care for whatever reason I'm being seen, gender makes no difference in my physician.",11 or more,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3PJ71Z61R5O5FWQ4GOCA1WCSBGB19S,A11CYLUNFIL8C5,Submitted,Fri Aug 03 16:06:10 PDT 2018,Fri Aug 03 16:09:25 PDT 2018,Mon Aug 06 16:09:25 PDT 2018,,,,195,0% (0/0),0% (0/0),0% (0/0),Female,28,As a woman I feel that if I have a female physician they can relate to health questions or concerns that may arise more so than a male.,6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3I33IC7ZWGOQ90I5RYQO2AXH946A2W,AZ8H2TN7Q46ZW,Submitted,Fri Aug 03 16:04:44 PDT 2018,Fri Aug 03 16:09:35 PDT 2018,Mon Aug 06 16:09:35 PDT 2018,,,,291,0% (0/0),0% (0/0),0% (0/0),Male,28,because i am all so male so my all problem tel us anyting,6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,30BUDKLTXEHLYAI4PMU8W0QKETWE5X,A23YQ8J1DNM084,Submitted,Fri Aug 03 16:06:24 PDT 2018,Fri Aug 03 16:09:52 PDT 2018,Mon Aug 06 16:09:52 PDT 2018,,,,208,0% (0/0),0% (0/0),0% (0/0),Either,40,I've had both and the gender doesn't really matter.  I care about their bedside manner and how kind and helpful they are.  I care about whether or not they listen to what I have to say.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3PDJHANYK62T1O9KK6CJ991X24YH6V,A87D3K9YVKTQ7,Submitted,Fri Aug 03 16:05:14 PDT 2018,Fri Aug 03 16:09:55 PDT 2018,Mon Aug 06 16:09:55 PDT 2018,,,,281,0% (0/0),0% (0/0),0% (0/0),Male,35,I have seen male doctors all of my life and that's what I'm used to. I just feel more comfortable with them and I just stick with what I'm used to.,11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3NGMS9VZTM456LBPQ9RN0U2XFOPFFZ,A1EMF0INSZGGSK,Submitted,Fri Aug 03 16:05:54 PDT 2018,Fri Aug 03 16:10:06 PDT 2018,Mon Aug 06 16:10:06 PDT 2018,,,,252,0% (0/0),0% (0/0),0% (0/0),Male,42,Just better and easier to deal with a male for that. I think it is less awkward. Just more comfort really.,6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,339ANSOTR6O0WY5TSSO5J47U3CWKIV,A1VC6F0FYG1L5I,Submitted,Fri Aug 03 16:04:40 PDT 2018,Fri Aug 03 16:10:17 PDT 2018,Mon Aug 06 16:10:17 PDT 2018,,,,337,0% (0/0),0% (0/0),0% (0/0),Either,35,I am very comfortable with both sexes and only care if the dr is Experienced.  My dr. Is now a man.,6-10,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,39L1G8WVWRDJ0U1OZFB0AJ96BO131D,A566S0J4H23DI,Submitted,Fri Aug 03 16:06:00 PDT 2018,Fri Aug 03 16:10:39 PDT 2018,Mon Aug 06 16:10:39 PDT 2018,,,,279,0% (0/0),0% (0/0),0% (0/0),Either,65,My urologist who performed a surgery on me two months ago was female.  She was very capable.,6-10,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3QBD8R3Z225PEIRT5VEUWKEKIZ6O45,AHPQVIEIBZOAS,Submitted,Fri Aug 03 16:05:09 PDT 2018,Fri Aug 03 16:10:45 PDT 2018,Mon Aug 06 16:10:45 PDT 2018,,,,336,100% (1/1),0% (0/0),0% (0/0),Either,24,"It does not really matter to me, however, I have mostly had male PCPs. I believe I would be equally comfortable with both. It depends on their individual personalities.",11 or more,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,30ZX6P7VF9H1ATL9L431V900ZR12J5,AEQ95NMC3VXQ5,Submitted,Fri Aug 03 16:05:49 PDT 2018,Fri Aug 03 16:10:47 PDT 2018,Mon Aug 06 16:10:47 PDT 2018,,,,298,0% (0/0),0% (0/0),0% (0/0),Female,62,I've had both male and female doctors and in general I have no problem with either. But things I feel a little more comfortable having things like pap smears and mammograms done by a woman. It is also sometimes easier for me to discuss with a woman personal issues such as distressing things at home.,1-5,Female,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3OONKJ5DKD59ZHC2KAOH4YKQSROOBC,A2UGM73EHLK6XI,Submitted,Fri Aug 03 16:06:14 PDT 2018,Fri Aug 03 16:10:51 PDT 2018,Mon Aug 06 16:10:51 PDT 2018,,,,277,0% (0/0),0% (0/0),0% (0/0),Either,30,"As long as they are educated, safe, and have a proper, polite, and warm beside manner and office I'll feel like I'm receiving proper care and attention.",1-5,Male,,
3T2HW4QDUVTNFF296JWST80YUBRC9J,3QWFS36IISTTN0083DH0OZDXWA7QBB,Answer a 5 question survey about your opinions on preferred physician qualities,Answer a short survey about your opinions on preferred physician qualities,"survey, demographics",$0.50,Fri Aug 03 16:04:24 PDT 2018,100,BatchId:3328149;OriginalHitTemplateId:920937332;,1800,259200,Sat Aug 04 16:04:24 PDT 2018,,,3TMSXRD2X7MGRS3C9ZM2FGK39HW1WI,A1CFMY4CEYOM8Y,Submitted,Fri Aug 03 16:05:32 PDT 2018,Fri Aug 03 16:11:17 PDT 2018,Mon Aug 06 16:11:17 PDT 2018,,,,345,0% (0/0),0% (0/0),0% (0/0),Male,39,"When I see someone, I feel better telling a guy my problems because I feel he would know more. Also especially if it has something to do with showing myself to someone.",6-10,Male,,
